match_id,competition,season,match_date,team_id,player_id,player_name,player_minutes,minute,second,x,y,type,outcome,xg
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,2,36,59.6,62.6,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,21,36,71.5,9,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,1,17,60.5,22.3,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,16,32,64.8,24.4,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,1,13,58.1,67.9,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,4,23,82.3,51.5,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p12,A. Colpani,22,19,2,79.7,61.4,pass,incomplete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,19,25,68.8,21.2,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,10,10,82.9,88.3,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,20,49,87.4,44.1,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,14,17,69.2,26.6,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,1,57,68.4,87,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,1,11,76,70,dribble,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,22,12,68.9,69.1,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,17,47,78.1,46.9,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,17,23,84.9,31.4,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,7,17,74.8,69.4,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,10,13,81.6,16.5,dribble,incomplete,
M003,Serie A,2025/26,2025-04-22,FIO,p13,M. Kean,26,22,12,92.2,35.4,pass,incomplete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,5,9,82.8,59.2,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,15,34,78.8,50.3,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,5,53,63,36,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,14,39,87.1,80.7,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,16,30,80.1,8.4,pass,incomplete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,13,51,70.2,77.3,pass,complete,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,5,2,62.5,36.8,tackle,lost,
M003,Serie A,2025/26,2025-04-22,FIO,p14,L. Beltrán,17,9,18,68.3,65.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,83,56,21.9,49.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,7,6,28.1,86.2,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,13,21,44.1,26.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,77,27,26.8,12,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,49,0,34,84.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,75,11,31.5,44.3,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,79,32,30.4,30.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,74,21,24.1,74.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,75,5,27.3,45.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,16,57,35.2,39.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,65,28,36.6,72.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,69,54,35.2,50.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,58,21,37.9,49.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,40,51,46.1,69.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,24,22,27.6,9.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p01,P. Terracciano,83,56,34,41.3,21.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,44,21,53.5,14.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,28,47,60.7,87.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,29,52,61.9,29,shot,saved,0.041
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,40,19,48.3,17,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,3,54,48,26.6,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,29,37,80.1,24.5,shot,off_target,0.053
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,23,21,43.6,87.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,59,13,53.4,90.4,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,82,18,45.1,24.7,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,2,11,49.4,61,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,53,48,40.1,66.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,25,21,52.8,73.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,20,43,60,7.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,44,5,57.9,49.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,28,31,53.1,11,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,50,13,37.4,32.6,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,50,39,49.8,48.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,58,22,44.1,64.5,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,26,11,36.3,14,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,7,33,51,8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,51,33,64.9,32.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,66,27,42.4,90.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,10,45,60.5,54.3,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,69,18,42.2,69.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,15,37,63.4,76.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,49,31,46.6,38.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,74,9,59.2,85.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,56,0,52.2,54.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,68,28,41.5,16.4,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,42,19,63.5,20.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,53,50,40.8,76.3,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,59,54,53.9,58.1,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,74,22,55.5,81.9,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,71,35,59.9,58,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,58,42,43,44.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,81,56,59.9,76.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,52,48,43.6,9.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p02,Dodô,82,8,41,61.5,27.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,22,0,36.1,48.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,4,57,38.4,55.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,22,18,37.3,79.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,2,7,36.2,61.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,10,52,45.6,84.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,16,4,42.7,86.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,9,24,44.1,81.6,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,21,2,32.4,65.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p03,L. Ranieri,29,24,47,45.7,13,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,2,19,38,34.9,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,10,5,30.2,68.5,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,22,2,34.4,77.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,19,8,32.6,82.2,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,20,43,38.7,76.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,8,37,33,76.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,1,14,61.9,76,shot,off_target,0.025
M004,Serie A,2025/26,2025-05-02,FIO,p04,M. Pongračić,25,16,11,47,10.7,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,12,22,45.4,71.1,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,28,27,43,75.7,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,2,47,43.4,51.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,2,46,50.1,33.2,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,4,16,51.9,61.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,32,38,55.9,71.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,23,5,69.6,59.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,19,58,67,18.7,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,2,29,42.9,14.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,3,55,69.4,8.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,22,54,66.2,80.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,31,30,65.8,65.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p05,R. Gosens,33,26,41,42.8,71.1,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,77,39,47.4,41.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,48,57,53.9,20.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,56,36,43.6,7.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,78,56,42.3,80.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,76,9,40.2,55,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,28,29,60.6,43.6,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,13,29,44,59.1,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,13,2,51.8,41.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,1,12,63.4,36.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,81,20,38.1,37,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,63,38,63.5,88.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,54,52,52,76.8,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,41,8,51,32.1,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,80,54,96.8,54.1,shot,saved,0.457
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,1,24,44.9,77.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,62,6,54.9,35.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,8,17,62.9,47.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,22,18,62.4,12.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,9,3,45.3,68.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,22,31,57.3,71.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,41,51,84.1,30.3,shot,off_target,0.102
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,65,3,57.7,41.2,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,8,6,43.7,76.3,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p06,R. Mandragora,81,39,3,56.5,66.4,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,50,41,63.8,89.3,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,20,22,44.4,24.3,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,46,26,55.9,35.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,26,30,55.9,34.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,64,17,77.1,55.3,shot,goal,0.154
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,1,7,57,43.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,6,28,93.7,42.1,shot,off_target,0.312
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,20,45,63.2,84.1,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,80,40,56.6,15.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,22,37,68,54.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,38,11,51.8,65.8,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,6,4,47.5,18.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,6,13,54.8,23.4,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,12,38,65.6,93.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,6,56,65.8,55.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,9,2,70.6,11.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,75,18,69.8,41.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,77,5,69.4,24.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,42,24,64.7,12.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,77,41,50.9,79.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,33,7,53,74.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,62,13,69.7,9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,60,54,57.5,48.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,24,23,66.4,49.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,71,18,55.6,8.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,21,9,59,13.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,50,12,65.3,42.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,21,45,48.7,85.6,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,75,3,58.6,48.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,39,20,55.4,56.5,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,68,4,52.6,8.7,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,44,47,40.4,23.8,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,52,8,71,91.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,13,18,50.4,30.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,39,16,66.4,48,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,30,54,66.3,17.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,44,1,70.4,58.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,13,30,65,40.7,shot,saved,0.059
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,69,46,58.2,87.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,47,39,68.9,15.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,58,33,50.9,81.2,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p07,Y. Adli,80,69,49,67.8,40.5,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,25,55,52.4,15.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,31,23,43,81.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,14,44,41.7,60.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,41,4,65.1,64.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,39,22,46.6,16.2,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,71,38,42.5,86.6,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,29,1,59.8,81.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,40,25,40.7,60.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,82,2,48.3,82.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,79,50,42.4,42.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,43,35,47.6,71.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,2,10,52.1,68.3,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,69,50,43.2,36.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,55,43,55.2,39.6,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,37,1,47.9,44.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,31,19,53.3,8.1,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,19,11,62.1,68.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,63,54,34,89.9,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,43,42,64.2,52.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,55,11,61.1,52.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,45,49,39.4,76.1,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,78,12,49.9,90.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,17,11,39,90.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,46,3,58.5,72.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,37,14,63.8,90.5,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,59,16,44.9,6.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,77,17,48.2,71.7,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,25,39,64.1,74.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,56,59,32.7,50.9,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,26,34,75.5,48.5,shot,off_target,0.189
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,33,55,81.3,51.1,shot,goal,0.196
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,49,31,36.1,34,tackle,lost,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,62,30,43.7,10.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,22,17,57.5,49.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,37,35,55.3,39.4,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p08,D. Cataldi,83,37,34,48.1,33.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,6,57,47.8,10.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,63,55,69.7,25.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,66,28,44.8,10.5,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,60,36,49.3,88.6,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,47,31,55.8,38.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,63,20,55.8,92.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,41,11,54.2,38.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,48,24,54.4,38.8,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,83,4,64.5,54.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,85,56,52.7,58,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,40,14,47.7,82.2,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,23,21,48,10,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,8,46,65.3,50.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,76,14,58.4,17.4,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,53,49,53.4,77.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,56,57,71.3,83.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,72,4,76.8,57.3,shot,off_target,0.165
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,39,42,54.8,13.1,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,27,13,39.5,20.2,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,43,19,71.1,51.6,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,41,6,65.5,80.6,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,69,9,45.5,42,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,1,25,53.6,51.9,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,22,44,55.5,47.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,48,16,54.2,28,dribble,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,68,54,40.4,84.9,tackle,won,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,73,9,56.5,10.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,20,52,61.4,50.9,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p09,N. Fagioli,87,2,22,45,76,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,73,49,68.1,64.3,pass,incomplete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,19,41,60.8,44.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,13,26,66.1,45.3,dribble,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,2,0,84.4,29.8,shot,goal,0.092
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,72,36,69.2,91.5,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,8,9,51.8,89.8,foul,conceded,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,71,9,71.5,71.7,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,32,4,60.7,10.3,pass,complete,
M004,Serie A,2025/26,2025-05-02,FIO,p10,A. Gudmundsson,89,8,12,70,25.7,pass,incomplete,
